seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
240,241,item_241,household,nouns,penny,penny,penny,,,penny,FALSE,,28,4.83,2.6,5.2,6.448275862,0.529411765,0.058823529,3.117647059,0.294117647,0.411764706,4.470588235,0.15,3.45,2.2,0.1,0.05,4,,1.832645288,6.29,5.55,3.71,4.45,5.4,,1,1855.455873,5.900990099,127,penny,test,test,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,training,test
241,242,item_242,household,nouns,picture,picture,picture,,,picture,FALSE,,25,4.52,3.166666667,6.204545455,5.32,0.157894737,0.105263158,1.684210526,0.789473684,0.052631579,4.631578947,0.25,1.55,3.6,0.6,0.4,5,3.416666667,1.955437981,6.73,3.29,3.27,6.71,6.12,,5.3,2137.019954,8.164328657,707,picture,training,test,test,training,training,test,test,test,test,training,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test
242,243,item_243,household,nouns,pillow,pillow,pillow,,,pillow,FALSE,,23,5,2.7,6.814814815,6.391304348,0.529411765,0,4.882352941,1.529411765,1,4.705882353,0.35,2.55,4.5,0.45,0.8,4,1.583333333,1.244292281,7,2.9,3,7.1,6.34,,3.888888889,1364.541221,5.87414966,218,pillow,test,test,training,test,test,training,test,test,training,training,training,test,test,test,test,test,test,test,training,test,test,test,test,test,test
243,244,item_244,household,nouns,plant,plant,plant,,,plant,FALSE,,27,4.76,4.7,6.033333333,5.652173913,0.536585366,1.731707317,3.756097561,0.658536585,3.341463415,4.292682927,0.789473684,2.736842105,2.736842105,1.157894737,0.578947368,5,,1.561189087,7.05,3.94,2.95,6.06,6.45,6.3,2.2,1204.691151,7.681481481,186,plant,test,training,training,training,test,test,training,test,test,test,training,training,training,test,training,test,test,test,test,test,test,test,test,test,test
244,245,item_245,household,nouns,plate,plate,plate,,,plate,FALSE,,25,4.77,4.083333333,6.956521739,5.590909091,1.2,0.25,3.65,0.25,0.25,4.45,0.55,2.4,2,1.65,0.65,4,,1.628789258,4.8,3.18,5.2,6.82,5.79,6.4,3.1,3130.165646,6.71978022,411,plate,training,test,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test
245,246,item_246,household,nouns,purse,purse,purse,,,purse,FALSE,,26,4.9,3.5,5.62962963,6.291666667,0.333333333,0,3,0,0.222222222,4.611111111,0.4,2.25,1.7,0.75,0.7,3,,1.810823101,5.95,3.21,4.05,6.79,5.68,6.5,1.4,1617.641579,8.051282051,188,purse,training,training,training,training,test,training,test,training,training,training,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test
246,247,item_247,household,nouns,radio,radio,radio,,,radio,FALSE,,28,4.74,4.705882353,5.75,5.291666667,4.722222222,0,1.055555556,0.277777778,0,2.555555556,0.142857143,3.095238095,4.476190476,0.857142857,0.285714286,5,,1.667387946,6,3.84,4,6.16,6.27,,1.8,1125.951339,7.24742268,135,radio,test,test,test,test,test,test,training,test,test,training,test,test,test,test,training,test,training,test,test,training,test,test,test,test,training
247,248,item_248,household,nouns,scissors,scissors,scissors,,,scissors,FALSE,,26,4.85,3.2,6,6.291666667,1,0,3.047619048,0.142857143,0,3.380952381,0.15,3.7,1.7,0.05,0.3,5,,1.541044151,5.03,4.02,4.97,5.98,6.89,,1.2,1725.629971,8.631578947,108,scissors,training,test,test,training,test,training,test,test,training,training,test,test,test,test,training,test,training,test,test,training,test,test,training,test,training
248,249,item_249,household,nouns,soap,soap,soap,,,soap,FALSE,,24,4.93,3.6,6.68,6.434782609,0.095238095,0.666666667,3.952380952,0.095238095,3.380952381,3.80952381,2.35,3.75,2.05,0.45,2.45,3,,1.661327162,7.1,2.62,2.9,7.38,5.32,6.5,4.9,1187.451679,6.701086957,209,soap,test,test,test,test,training,test,test,training,test,training,test,training,test,training,test,test,training,test,test,test,test,test,test,test,test
249,250,item_250,household,nouns,spoon,spoon,spoon,,,spoon,FALSE,,21,4.96,4.3,6.931818182,6.115384615,0.888888889,0.388888889,4.166666667,0.166666667,0,4.333333333,0.238095238,3.571428571,0.952380952,2.666666667,0.19047619,4,,1.217724179,5.9,3.79,4.1,6.21,5.18,6.3,6.9,4657.260478,6.299365942,645,spoon,training,test,training,training,training,test,training,training,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
250,251,item_251,household,nouns,tape,tape (object),tape,,,tape,TRUE,polysemy,27,4.9,5.5,6.035714286,5.833333333,0.736842105,0.157894737,2.368421053,0.157894737,0.263157895,3.789473684,0.315789474,3,2.105263158,0.578947368,0.315789474,3,,1.591030959,5.5,3.4,4.5,6.6,5.11,6.1,1.5,2198.626525,7.978021978,457,tape,test,training,training,test,test,test,test,training,test,test,test,test,test,test,training,test,test,test,training,training,test,test,test,test,training
252,253,item_253,household,nouns,tissue/kleenex,tissue,tissue,kleenex,,tissue,TRUE,more than one word,26,4.93,3.222222222,6.222222222,5.72,0.315789474,0.105263158,3.263157895,0.368421053,0.315789474,4.052631579,0.55,2.75,2.05,1.2,0.65,5,,1.425073018,5.3,3.1,4.7,6.9,5.32,,3,1380.899508,7.016304348,189,tissue,test,training,test,training,test,test,test,test,training,training,test,training,training,test,test,test,training,test,training,test,training,test,test,training,test
254,255,item_255,household,nouns,towel,towel,towel,,,towel,FALSE,,24,4.86,1.9,6.8,6.04,0.52173913,0,4.130434783,0.260869565,0.52173913,4.347826087,2.619047619,3.904761905,2.523809524,0.714285714,2.952380952,4,,1.398605743,6.14,2.9,3.86,7.1,5.86,,5.4,1603.57196,6.549222798,276,towel,training,training,test,training,test,training,training,training,test,test,test,test,training,training,test,training,test,test,test,test,test,test,test,test,test
255,256,item_256,household,nouns,trash,trash,trash,,,trash,FALSE,,25,4.7,4.4,5.5,5.136363636,0.6875,0.25,2.375,0.5,3.625,3.875,1,3.058823529,2.588235294,0.941176471,0.882352941,4,,1.383670217,2.74,3.66,7.26,6.34,4.24,6.2,1.727272727,1404.059339,6.451428571,181,trash,test,training,training,training,training,test,training,test,test,training,test,training,test,test,test,test,test,training,test,test,test,test,test,test,test
256,257,item_257,household,nouns,tray,tray,tray,,,tray,FALSE,,,4.74,3.8,4.458333333,5.166666667,0.736842105,0,3.421052632,0.157894737,0.052631579,3.684210526,0.647058824,3.176470588,1.823529412,0.235294118,0.529411765,3,,1.429325929,5.14,3.57,4.86,6.43,6.05,5.8,2.3,1804.871181,7.830508475,179,tray,test,test,training,training,test,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,training,test
257,258,item_258,household,nouns,vacuum,vacuum,vacuum,,,vacuum,FALSE,,25,4.22,2.4,6.34375,5.291666667,3.15,0.05,2.7,0.8,0.3,3.5,1.2,3.05,1.85,0.4,0.75,6,,1.889361096,5.38,4.63,4.62,5.37,6.52,,2,1184.292873,8.3,84,vacuum,test,test,training,test,training,test,test,test,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
260,261,item_261,furniture_rooms,nouns,basement,basement,basement,,,basement,FALSE,,,4.89,4.1,6.111111111,4.6,0.65,0,1.65,0.45,1.85,4.15,1.894736842,1.052631579,2.157894737,0.368421053,0.684210526,7,,1.649738577,4.81,3.33,5.19,6.67,5.26,,1.363636364,871.4178847,9.705882353,92,basement,training,training,training,training,training,training,training,training,training,test,test,test,training,test,training,test,test,test,test,training,test,test,test,test,training
263,264,item_264,furniture_rooms,nouns,bed,bed,bed,,,bed,FALSE,,21,5,3,6.666666667,6.36,0.894736842,0.263157895,4.421052632,1.473684211,0.842105263,4.105263158,3.047619048,3,3.714285714,0.952380952,3.380952381,3,,1.54059493,7.16,3,2.84,7,6.73,6.6,4.2,3459.113845,8.356020942,679,bed,training,training,test,test,training,training,training,test,training,training,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test
265,266,item_266,furniture_rooms,nouns,bench,bench,bench,,,bench,FALSE,,,4.87,3.416666667,5.035714286,6.166666667,0.315789474,0,3.315789474,0.157894737,0.210526316,3.894736842,1.894736842,1.473684211,0.947368421,0.105263158,2.052631579,4,,1.792063936,5.5,3.46,4.5,6.54,5.81,6.5,2,1535.0119,7.727272727,73,bench,test,test,test,test,training,training,test,test,test,test,training,test,training,test,test,test,test,test,test,test,test,test,training,test,test
266,267,item_267,furniture_rooms,nouns,chair,chair,chair,,,chair,FALSE,,22,4.58,2.818181818,6.785714286,6.88,0.35,0,3.75,0,0,4.35,3.157894737,2.789473684,2.157894737,0.315789474,2.842105263,3,,1.638449525,5.89,2.86,4.11,7.14,5.28,6.5,4.533333333,3315.054769,7.295165394,709,chair,test,training,test,test,training,training,training,training,test,training,training,training,test,test,training,test,test,test,test,training,test,test,test,test,test
267,268,item_268,furniture_rooms,nouns,closet,closet,closet,,,closet,FALSE,,27,4.83,2.7,5.92,4.962962963,0.19047619,0,1.428571429,0.095238095,0.333333333,4.142857143,1.105263158,1.578947368,1.473684211,0.157894737,0.368421053,6,,1.671428479,5.1,3.55,4.9,6.45,6.63,,1.916666667,839.2420925,8.479166667,159,closet,training,training,test,test,test,training,training,test,test,test,test,test,test,test,training,test,test,training,test,training,training,test,test,test,test
268,269,item_269,furniture_rooms,nouns,couch,couch,couch,,,couch,FALSE,,25,4.71,3.1,6.59375,6.260869565,0.315789474,0.052631579,3.526315789,0.526315789,0.684210526,4.105263158,3.619047619,2.80952381,2.428571429,0.761904762,3.619047619,3,2.47826087,1.558751708,6.52,3.4,3.48,6.6,6.19,6.7,1.894736842,1486.454624,8.885321101,224,couch,test,test,training,training,test,test,test,training,test,test,training,test,training,training,test,test,test,test,training,test,test,training,test,test,test
269,270,item_270,furniture_rooms,nouns,crib,crib,crib,,,crib,FALSE,,26,4.86,4,4.375,5.56,0.529411765,0,1.823529412,0.294117647,0.117647059,3.647058824,0.352941176,2.058823529,2.235294118,0.705882353,0.764705882,4,,1.421234565,6.43,4.26,3.57,5.74,4.77,6.1,9.315789474,1892.32418,11.10493827,182,crib,training,training,test,test,test,training,training,test,test,test,training,test,training,test,training,test,training,test,test,training,test,test,test,test,test
270,271,item_271,furniture_rooms,nouns,door,door,door,,,door,FALSE,,21,4.81,2.5,6.791666667,6.217391304,1.647058824,0,2.764705882,0,0,4.647058824,1.684210526,4.157894737,1.894736842,0.684210526,1.052631579,3,1.636363636,1.597352735,5.43,3.19,4.57,6.81,6.1,,1.8,2259.412893,7.284306293,585,door,test,training,training,test,training,test,test,test,test,training,test,test,training,test,test,training,test,test,test,test,test,test,test,training,test
271,272,item_272,furniture_rooms,nouns,drawer,drawer,drawer,,,drawer,FALSE,,28,4.67,2.818181818,5.739130435,6,1.411764706,0.176470588,2.705882353,0.235294118,0.117647059,3.647058824,0.55,3.5,2.3,0.2,0.7,4,,1.409233076,4.67,3,5.33,7,5.71,6,3.095238095,871.6197246,8.115942029,136,drawer,test,test,training,training,training,training,test,test,training,training,test,test,training,training,test,test,test,test,test,test,test,test,test,test,test
272,273,item_273,furniture_rooms,nouns,dryer,dryer,dryer,,,dryer,FALSE,,28,4.79,3.8,5.56097561,5.56,2.705882353,0,2.294117647,0.235294118,0.411764706,4.058823529,0.75,3.15,1.8,0.65,0.75,4,,1.071190244,5.21,2.43,4.79,7.57,4.57,,2.352941176,765.5990572,8.783783784,56,dryer,training,test,training,test,training,test,training,training,training,test,test,training,training,test,test,training,training,test,test,test,test,test,test,test,test
273,274,item_274,furniture_rooms,nouns,garage,garage,garage,,,garage,FALSE,,27,4.96,3.181818182,5.913043478,4.96,1.166666667,0,1.277777778,0.5,0.611111111,3.722222222,1.944444444,1.666666667,2.722222222,0.055555556,1.277777778,4,2.652173913,1.591417208,5.5,4.1,4.5,5.9,6.11,,1.428571429,3594.056739,7.893081761,182,garage,test,training,training,training,test,test,test,test,training,test,test,test,training,test,training,test,test,test,test,test,test,test,test,test,test
275,276,item_276,furniture_rooms,nouns,kitchen,kitchen,kitchen,,,kitchen,FALSE,,25,4.97,3.909090909,6.153846154,5.625,1.666666667,0.444444444,2.333333333,0.333333333,1.944444444,4.444444444,1.5,1.75,2.45,1,1.05,5,3.714285714,1.431489419,6.17,3.52,3.83,6.48,5.89,,4.166666667,1935.854011,10.21428571,419,kitchen,training,test,test,test,test,training,test,training,test,training,test,test,test,training,training,test,test,test,test,training,test,test,test,test,test
277,278,item_278,furniture_rooms,nouns,oven,oven,oven,,,oven,FALSE,,27,4.97,2.3,5.375,5.923076923,1.105263158,0.157894737,2.368421053,0.210526316,1.789473684,4.368421053,0.523809524,2.761904762,1.952380952,0.476190476,0.80952381,4,,1.180186945,6.16,2.95,3.84,7.05,6.04,,1.3,2005.901483,8.025,157,oven,test,training,training,training,test,training,test,test,training,test,training,training,test,training,test,test,training,training,test,test,training,test,test,test,test
279,280,item_280,furniture_rooms,nouns,porch,porch,porch,,,porch,FALSE,,,4.92,3.454545455,4.666666667,4.44,0.933333333,0,2.733333333,0.333333333,0.466666667,4.4,2,0.9,0.95,0.35,1.1,4,,1.366628251,6.4,3.36,3.6,6.64,6.11,6.8,1.125,999.7977408,9.483870968,54,porch,training,test,test,training,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
280,281,item_281,furniture_rooms,nouns,potty,potty,potty,,,potty,FALSE,,22,4.12,4.3,6.266666667,5.037037037,1.5625,0.0625,2,1.25,2.5,3.25,1.4,1.45,1.2,0.5,2.9,4,,1.475540303,4.29,2.83,5.71,7.17,5.39,,6.909090909,1435.413534,9.076452599,273,potty,test,training,training,test,test,test,test,test,training,test,training,training,test,training,test,test,test,training,test,test,test,test,test,training,test
282,283,item_283,furniture_rooms,nouns,refrigerator,refrigerator,refrigerator,,,refrigerator,FALSE,,26,5,2.545454545,6.269230769,5.851851852,2.055555556,0.611111111,2.611111111,0.555555556,1.166666667,3.777777778,0.611111111,3.277777778,1.833333333,0.777777778,0.444444444,10,,1.320644422,5.76,3.25,4.24,6.75,5.82,,2.352941176,1405.553458,7.48852459,237,refrigerator,training,training,training,test,training,training,test,training,test,test,test,test,test,test,training,test,test,test,test,training,test,test,test,test,training
283,284,item_284,furniture_rooms,nouns,room,room,room,,,room,FALSE,,25,4.79,2.636363636,6.08,4.130434783,0.8,0,1.5,0.3,1.4,3.95,2.166666667,1.944444444,2.555555556,0.833333333,1.444444444,3,3.260869565,1.779675159,5.55,3.1,4.45,6.9,5.71,5.6,4.6,1625.238537,10.20324509,619,room,training,test,training,training,training,test,training,test,training,training,training,training,test,test,training,test,test,test,test,training,test,test,test,test,test
284,285,item_285,furniture_rooms,nouns,shower,shower,shower,,,shower,FALSE,,25,4.89,4.7,6.3,5.391304348,2.761904762,0.19047619,3.761904762,1.714285714,1.142857143,3.619047619,4,4.388888889,4.166666667,2.833333333,4.055555556,3,3.238095238,1.444112992,7.19,4.15,2.81,5.85,7.47,,2.727272727,1803.498854,7.098765432,147,shower,training,training,test,test,test,training,test,test,test,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test
285,286,item_286,furniture_rooms,nouns,sink,sink,sink,,,sink,FALSE,,26,4.74,4.6,6.173913043,5.48,0.947368421,0,2.789473684,0.789473684,0.157894737,4.105263158,0.80952381,2.619047619,1.857142857,0.857142857,0.857142857,4,,1.66784794,4.62,3.7,5.38,6.3,4.1,5.4,3.166666667,1229.698121,8.442028986,162,sink,training,training,test,training,training,test,training,test,test,test,test,test,test,test,test,test,test,test,training,test,test,test,test,test,test
286,287,item_287,furniture_rooms,nouns,sofa,couch,sofa,,,sofa,FALSE,,30,4.9,3.5,6.48,6.608695652,0.388888889,0,4.055555556,0.722222222,0.388888889,4.166666667,2.736842105,2.473684211,1.842105263,0.578947368,3.157894737,4,,1.375022785,6.26,2.9,3.74,7.1,5.84,,2.2,613.1589173,7.333333333,93,sofa,test,training,test,test,training,test,test,test,test,training,test,training,test,test,test,test,test,training,test,test,test,test,test,test,test
288,289,item_289,furniture_rooms,nouns,stove,stove,stove,,,stove,FALSE,,28,4.96,2,5.321428571,5.75,0.882352941,0.235294118,2.058823529,0.176470588,1.058823529,3.411764706,0.473684211,3.421052632,2.526315789,0.263157895,0.315789474,4,1.909090909,1.300346511,5.63,3.82,4.37,6.18,6.08,6.9,1.1,1979.060933,8.670658683,238,stove,training,test,training,training,training,test,test,training,test,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,training
289,290,item_290,furniture_rooms,nouns,table,table,table,,,table,FALSE,,24,4.9,4.2,6.575757576,6.4,0.684210526,0.052631579,3.263157895,0.157894737,0.157894737,4.736842105,1.65,2.45,1.75,0.55,1.35,5,2.375,1.810710089,5.49,3,4.51,7,5.84,,3.928571429,2360.436046,8.348551361,570,table,training,training,test,training,test,test,test,test,training,test,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test
291,292,item_292,furniture_rooms,nouns,window,window,window,,,window,FALSE,,25,4.86,3.3,6.185185185,5.68,0.764705882,0.117647059,2.411764706,0.117647059,0.117647059,4.705882353,0.35,2.5,3.3,0.45,0.55,5,,1.62816392,6.47,3.27,3.53,6.73,5.39,,3,2242.75239,8.048076923,316,window,test,training,test,test,training,test,training,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test
294,295,item_295,outside,nouns,cloud,cloud,cloud,,,cloud,FALSE,,26,4.54,5,2.9,1.652173913,0,0,0.35,0.05,0.15,4.9,0.318181818,0.363636364,2.909090909,0.363636364,0.227272727,4,,1.630879416,6.2,2.81,3.8,7.19,4.79,6.7,2.363636364,1060.101284,8.897959184,74,cloud,test,training,training,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test,test
